"cust_id","transaction_type","subscription_type","subscription_price","customer_gender","age_group","customer_country","referral_type","transaction_date","tx_num"
"3051","UPGRADE","PRO","75","Male","18-24","Sweden","Google Ads","2021-08-01","2"
"3052","initial","PRO","75","Female","55-65","Norway","Google Ads","2021-10-01","1"
"3052","CHURN","PRO","85","Female","55-65","Norway","Google Ads","2022-07-01","2"
"3053","initial","PRO","65","Male","25-34","Sweden","Organic Search","2020-02-01","1"
"3053","UPGRADE","MAX","119","Male","25-34","Sweden","Organic Search","2022-06-01","2"
"3054","initial","BASIC","33","Male","25-34","Sweden","Organic Search","2020-05-01","1"
"3055","initial","BASIC","33","Female","25-34","Denmark","Google Ads","2020-01-01","1"
"3055","CHURN","BASIC","33","Female","25-34","Denmark","Google Ads","2020-08-01","2"
"3056","initial","BASIC","53","Female","18-24","Finland","Unknown","2022-12-01","1"
"3057","initial","MAX","119","Female","18-24","Sweden","facebook","2022-11-01","1"
"3058","initial","BASIC","43","Female","18-24","Sweden","facebook","2021-11-01","1"
"3059","initial","PRO","75","Female","55-65","Norway","Google Ads","2021-01-01","1"
"3059","REDUCTION","BASIC","43","Female","55-65","Norway","Google Ads","2021-11-01","2"
"3060","initial","PRO","75","Female","45-54","Sweden","Display","2021-04-01","1"
"3060","REDUCTION","BASIC","53","Female","45-54","Sweden","Display","2022-11-01","2"
"3061","initial","MAX","119","Female","55-65","Denmark","TV","2022-10-01","1"
"3062","initial","PRO","75","Female","55-65","Sweden","Google Ads","2021-05-01","1"
"3062","REDUCTION","BASIC","53","Female","55-65","Sweden","Google Ads","2022-07-01","2"
"3063","initial","PRO","65","Female","25-34","Finland","Google Ads","2020-01-01","1"
"3063","CHURN","PRO","65","Female","25-34","Finland","Google Ads","2020-08-01","2"
"3064","initial","MAX","119","Female","18-24","Denmark","Google Ads","2022-04-01","1"
"3064","REDUCTION","PRO","85","Female","18-24","Denmark","Google Ads","2022-08-01","2"
"3065","initial","PRO","85","Female","35-44","Sweden","Google Ads","2022-04-01","1"
"3066","initial","BASIC","33","Male","55-65","Finland","Bing","2020-11-01","1"
"3067","initial","PRO","75","Other","18-24","Sweden","Google Ads","2021-12-01","1"
"3068","initial","PRO","75","Female","25-34","Norway","facebook","2021-10-01","1"
"3068","REDUCTION","BASIC","53","Female","25-34","Norway","facebook","2022-01-01","2"
"3069","initial","BASIC","33","Female","55-65","Norway","Google Ads","2020-04-01","1"
"3069","UPGRADE","PRO","75","Female","55-65","Norway","Google Ads","2021-02-01","2"
"3069","CHURN","PRO","75","Female","55-65","Norway","Google Ads","2021-06-01","3"
"3070","initial","PRO","65","Female","35-44","Sweden","Paid Search","2020-04-01","1"
"3070","UPGRADE","MAX","119","Female","35-44","Sweden","Paid Search","2022-09-01","2"
"3071","initial","BASIC","43","Male","35-44","Norway","Google Ads","2021-07-01","1"
"3072","initial","MAX","109","Female","35-44","Finland","Google Ads","2021-06-01","1"
"3072","REDUCTION","PRO","85","Female","35-44","Finland","Google Ads","2022-01-01","2"
"3073","initial","PRO","85","Female","55-65","Norway","facebook","2022-10-01","1"
"3074","initial","BASIC","33","Male","25-34","Denmark","Paid Search","2020-09-01","1"
"3074","UPGRADE","PRO","75","Male","25-34","Denmark","Paid Search","2021-05-01","2"
"3074","CHURN","PRO","85","Male","25-34","Denmark","Paid Search","2022-01-01","3"
"3075","initial","BASIC","33","Male","55-65","Finland","facebook","2020-11-01","1"
"3076","initial","PRO","85","Female","18-24","Sweden","Unknown","2022-06-01","1"
"3076","REDUCTION","BASIC","53","Female","18-24","Sweden","Unknown","2022-08-01","2"
"3077","initial","PRO","75","Female","35-44","Denmark","Organic Search","2021-08-01","1"
"3077","UPGRADE","MAX","119","Female","35-44","Denmark","Organic Search","2022-11-01","2"
"3078","initial","PRO","75","Male","25-34","Sweden","Organic Search","2021-01-01","1"
"3078","REDUCTION","BASIC","43","Male","25-34","Sweden","Organic Search","2021-12-01","2"
"3079","initial","PRO","85","Male","45-54","Denmark","facebook","2022-02-01","1"
"3080","initial","PRO","65","Female","45-54","Norway","Google Ads","2020-05-01","1"
"3080","UPGRADE","MAX","109","Female","45-54","Norway","Google Ads","2021-07-01","2"
"3081","initial","BASIC","53","Male","25-34","Norway","facebook","2022-10-01","1"
"3082","initial","BASIC","53","Male","18-24","Norway","Unknown","2022-06-01","1"
"3082","UPGRADE","MAX","119","Male","18-24","Norway","Unknown","2022-11-01","2"
"3083","initial","PRO","75","Male","18-24","Finland","facebook","2021-09-01","1"
"3084","initial","BASIC","33","Female","25-34","Sweden","facebook","2020-11-01","1"
"3084","CHURN","BASIC","43","Female","25-34","Sweden","facebook","2021-08-01","2"
"3084","UPGRADE","PRO","85","Female","25-34","Sweden","facebook","2022-01-01","3"
"3084","CHURN","PRO","85","Female","25-34","Sweden","facebook","2022-09-01","4"
"3085","initial","BASIC","43","Male","55-65","Finland","Unknown","2021-02-01","1"
"3086","initial","PRO","75","Female","45-54","Sweden","Bing","2021-07-01","1"
"3086","REDUCTION","BASIC","43","Female","45-54","Sweden","Bing","2021-12-01","2"
"3086","CHURN","BASIC","53","Female","45-54","Sweden","Bing","2022-09-01","3"
"3087","initial","BASIC","43","Male","25-34","Sweden","facebook","2021-10-01","1"
"3087","UPGRADE","MAX","119","Male","25-34","Sweden","facebook","2022-08-01","2"
"3088","initial","BASIC","33","Female","25-34","Sweden","Unknown","2020-06-01","1"
"3088","UPGRADE","MAX","119","Female","25-34","Sweden","Unknown","2022-02-01","2"
"3088","CHURN","MAX","119","Female","25-34","Sweden","Unknown","2022-05-01","3"
"3089","initial","PRO","85","Male","35-44","Finland","Display","2022-07-01","1"
"3090","initial","BASIC","43","Male","18-24","Sweden","Paid Search","2021-01-01","1"
"3090","UPGRADE","MAX","109","Male","18-24","Sweden","Paid Search","2021-05-01","2"
"3090","CHURN","MAX","119","Male","18-24","Sweden","Paid Search","2022-03-01","3"
"3091","initial","PRO","85","Male","35-44","Denmark","Google Ads","2022-11-01","1"
"3092","initial","MAX","99","Female","25-34","Sweden","Google Ads","2020-04-01","1"
"3092","REDUCTION","PRO","75","Female","25-34","Sweden","Google Ads","2021-05-01","2"
"3093","initial","MAX","119","Other","18-24","Sweden","Bing","2022-05-01","1"
"3094","initial","BASIC","33","Female","18-24","Denmark","Unknown","2020-05-01","1"
"3094","CHURN","BASIC","33","Female","18-24","Denmark","Unknown","2020-08-01","2"
"3095","initial","BASIC","53","Male","18-24","Finland","Google Ads","2022-12-01","1"
"3096","initial","BASIC","43","Female","55-65","Denmark","Display","2021-03-01","1"
"3096","UPGRADE","PRO","85","Female","55-65","Denmark","Display","2022-04-01","2"
"3097","initial","MAX","99","Female","25-34","Norway","facebook","2020-02-01","1"
"3097","REDUCTION","PRO","65","Female","25-34","Norway","facebook","2020-08-01","2"
"3098","initial","BASIC","33","Male","55-65","Norway","facebook","2020-12-01","1"
"3099","initial","BASIC","33","Male","25-34","Finland","Google Ads","2020-05-01","1"
"3099","UPGRADE","MAX","99","Male","25-34","Finland","Google Ads","2020-12-01","2"
"3100","initial","PRO","75","Male","18-24","Sweden","TV","2021-08-01","1"
"3100","REDUCTION","BASIC","53","Male","18-24","Sweden","TV","2022-09-01","2"
"3101","initial","MAX","109","Female","55-65","Sweden","facebook","2021-10-01","1"
"3101","REDUCTION","PRO","85","Female","55-65","Sweden","facebook","2022-09-01","2"
"3102","initial","BASIC","33","Male","35-44","Norway","Google Ads","2020-05-01","1"
"3102","UPGRADE","MAX","119","Male","35-44","Norway","Google Ads","2022-01-01","2"
"3103","initial","BASIC","53","Other","25-34","Denmark","Organic Search","2022-07-01","1"
"3104","initial","BASIC","33","Female","45-54","Sweden","facebook","2020-05-01","1"
"3104","UPGRADE","PRO","85","Female","45-54","Sweden","facebook","2022-11-01","2"
"3105","initial","PRO","75","Female","18-24","Sweden","Organic Search","2021-05-01","1"
"3105","REDUCTION","BASIC","53","Female","18-24","Sweden","Organic Search","2022-11-01","2"
"3106","initial","PRO","65","Male","35-44","Finland","Organic Search","2020-08-01","1"
"3106","REDUCTION","BASIC","43","Male","35-44","Finland","Organic Search","2021-12-01","2"
"3107","initial","BASIC","43","Male","18-24","Sweden","Google Ads","2021-10-01","1"
"3108","initial","MAX","119","Male","45-54","Norway","Display","2022-08-01","1"
"3108","REDUCTION","BASIC","53","Male","45-54","Norway","Display","2022-10-01","2"
"3109","initial","BASIC","33","Male","18-24","Denmark","facebook","2020-09-01","1"
"3109","UPGRADE","MAX","109","Male","18-24","Denmark","facebook","2021-01-01","2"
"3109","CHURN","MAX","109","Male","18-24","Denmark","facebook","2021-06-01","3"
"3110","initial","BASIC","43","Male","45-54","Finland","Paid Search","2021-05-01","1"
"3111","initial","BASIC","53","Male","25-34","Norway","Google Ads","2022-01-01","1"
"3112","initial","PRO","85","Male","45-54","Finland","facebook","2022-10-01","1"
"3113","initial","MAX","99","Other","55-65","Sweden","TV","2020-03-01","1"
"3113","REDUCTION","BASIC","33","Other","55-65","Sweden","TV","2020-07-01","2"
"3114","initial","PRO","85","Other","45-54","Finland","Google Ads","2022-10-01","1"
"3115","initial","MAX","109","Female","55-65","Finland","TV","2021-02-01","1"
"3115","REDUCTION","PRO","75","Female","55-65","Finland","TV","2021-09-01","2"
"3116","initial","MAX","99","Male","55-65","Finland","Google Ads","2020-08-01","1"
"3116","REDUCTION","PRO","75","Male","55-65","Finland","Google Ads","2021-09-01","2"
"3117","initial","PRO","65","Female","45-54","Norway","Paid Search","2020-05-01","1"
"3117","CHURN","PRO","65","Female","45-54","Norway","Paid Search","2020-11-01","2"
"3118","initial","BASIC","33","Male","55-65","Denmark","Google Ads","2020-10-01","1"
"3119","initial","BASIC","33","Male","25-34","Denmark","Google Ads","2020-07-01","1"
"3119","UPGRADE","MAX","109","Male","25-34","Denmark","Google Ads","2021-03-01","2"
"3120","initial","MAX","119","Female","25-34","Finland","Organic Search","2022-01-01","1"
"3121","initial","PRO","75","Female","35-44","Sweden","Display","2021-01-01","1"
"3121","UPGRADE","MAX","109","Female","35-44","Sweden","Display","2021-12-01","2"
"3122","initial","MAX","119","Female","25-34","Sweden","Paid Search","2022-04-01","1"
"3122","CHURN","MAX","119","Female","25-34","Sweden","Paid Search","2022-11-01","2"
"3123","initial","PRO","75","Male","45-54","Sweden","facebook","2021-01-01","1"
"3123","UPGRADE","MAX","119","Male","45-54","Sweden","facebook","2022-03-01","2"
"3123","CHURN","MAX","119","Male","45-54","Sweden","facebook","2022-11-01","3"
"3124","initial","MAX","99","Other","55-65","Finland","TV","2020-01-01","1"
"3124","REDUCTION","BASIC","43","Other","55-65","Finland","TV","2021-02-01","2"
"3125","initial","PRO","75","Male","18-24","Sweden","Paid Search","2021-09-01","1"
"3125","UPGRADE","MAX","119","Male","18-24","Sweden","Paid Search","2022-11-01","2"
"3126","initial","MAX","99","Female","55-65","Finland","facebook","2020-09-01","1"
"3126","REDUCTION","PRO","65","Female","55-65","Finland","facebook","2020-11-01","2"
"3126","CHURN","PRO","75","Female","55-65","Finland","facebook","2021-07-01","3"
"3127","initial","MAX","109","Male","45-54","Denmark","facebook","2021-07-01","1"
"3128","initial","MAX","109","Male","35-44","Finland","Paid Search","2021-10-01","1"
"3129","initial","BASIC","53","Male","55-65","Denmark","facebook","2022-08-01","1"
"3130","initial","MAX","109","Other","25-34","Sweden","Paid Search","2021-12-01","1"
"3130","REDUCTION","BASIC","53","Other","25-34","Sweden","Paid Search","2022-01-01","2"
"3131","initial","PRO","65","Female","18-24","Sweden","Google Ads","2020-11-01","1"
"3131","UPGRADE","MAX","109","Female","18-24","Sweden","Google Ads","2021-08-01","2"
"3132","initial","BASIC","43","Female","35-44","Sweden","facebook","2021-05-01","1"
"3132","UPGRADE","MAX","119","Female","35-44","Sweden","facebook","2022-11-01","2"
"3133","initial","BASIC","33","Male","35-44","Sweden","Bing","2020-03-01","1"
"3133","UPGRADE","MAX","119","Male","35-44","Sweden","Bing","2022-06-01","2"
"3134","initial","BASIC","33","Male","25-34","Sweden","facebook","2020-03-01","1"
"3135","initial","MAX","109","Female","18-24","Sweden","Organic Search","2021-07-01","1"
"3135","REDUCTION","PRO","85","Female","18-24","Sweden","Organic Search","2022-01-01","2"
"3136","initial","BASIC","43","Female","55-65","Norway","Google Ads","2021-04-01","1"
"3137","initial","BASIC","33","Female","25-34","Denmark","Google Ads","2020-01-01","1"
"3137","CHURN","BASIC","43","Female","25-34","Denmark","Google Ads","2021-01-01","2"
"3138","initial","BASIC","43","Female","18-24","Denmark","Paid Search","2021-10-01","1"
"3138","UPGRADE","PRO","85","Female","18-24","Denmark","Paid Search","2022-05-01","2"
"3138","CHURN","BASIC","53","Female","18-24","Denmark","Paid Search","2022-09-01","3"
"3139","initial","PRO","65","Female","45-54","Denmark","Google Ads","2020-12-01","1"
"3139","REDUCTION","BASIC","53","Female","45-54","Denmark","Google Ads","2022-03-01","2"
"3139","CHURN","BASIC","53","Female","45-54","Denmark","Google Ads","2022-08-01","3"
"3140","initial","PRO","75","Female","25-34","Sweden","Paid Search","2021-05-01","1"
"3140","REDUCTION","BASIC","53","Female","25-34","Sweden","Paid Search","2022-02-01","2"
"3141","initial","PRO","65","Male","18-24","Finland","facebook","2020-09-01","1"
"3141","REDUCTION","BASIC","43","Male","18-24","Finland","facebook","2021-07-01","2"
"3141","CHURN","BASIC","43","Male","18-24","Finland","facebook","2021-10-01","3"
"3142","initial","PRO","85","Female","35-44","Sweden","facebook","2022-12-01","1"
"3143","initial","PRO","85","Female","55-65","Norway","Google Ads","2022-01-01","1"
"3143","REDUCTION","BASIC","53","Female","55-65","Norway","Google Ads","2022-10-01","2"
"3144","initial","MAX","119","Female","25-34","Finland","Google Ads","2022-07-01","1"
"3145","initial","PRO","75","Male","18-24","Finland","Google Ads","2021-03-01","1"
"3145","REDUCTION","BASIC","43","Male","18-24","Finland","Google Ads","2021-07-01","2"
"3146","initial","BASIC","43","Female","55-65","Denmark","Paid Search","2021-02-01","1"
"3147","initial","BASIC","33","Female","45-54","Sweden","Organic Search","2020-06-01","1"
"3147","UPGRADE","MAX","109","Female","45-54","Sweden","Organic Search","2021-07-01","2"
"3148","initial","PRO","65","Female","35-44","Denmark","facebook","2020-01-01","1"
"3148","UPGRADE","MAX","119","Female","35-44","Denmark","facebook","2022-04-01","2"
"3149","initial","BASIC","43","Other","45-54","Sweden","facebook","2021-05-01","1"
"3149","UPGRADE","PRO","75","Other","45-54","Sweden","facebook","2021-12-01","2"
"3150","initial","BASIC","43","Female","18-24","Norway","Bing","2021-02-01","1"
"3150","UPGRADE","PRO","85","Female","18-24","Norway","Bing","2022-02-01","2"
"3151","initial","BASIC","33","Male","35-44","Norway","Display","2020-08-01","1"
"3151","UPGRADE","PRO","75","Male","35-44","Norway","Display","2021-04-01","2"
"3152","initial","BASIC","43","Female","18-24","Denmark","TV","2021-09-01","1"
"3152","CHURN","BASIC","53","Female","18-24","Denmark","TV","2022-01-01","2"
"3153","initial","PRO","75","Other","45-54","Norway","Google Ads","2021-11-01","1"
"3153","UPGRADE","MAX","119","Other","45-54","Norway","Google Ads","2022-04-01","2"
"3154","initial","MAX","109","Female","18-24","Norway","Unknown","2021-08-01","1"
"3155","initial","MAX","109","Female","35-44","Norway","Google Ads","2021-10-01","1"
"3155","REDUCTION","PRO","85","Female","35-44","Norway","Google Ads","2022-09-01","2"
"3156","initial","PRO","65","Female","45-54","Denmark","facebook","2020-07-01","1"
"3156","UPGRADE","MAX","109","Female","45-54","Denmark","facebook","2021-08-01","2"
"3156","CHURN","MAX","119","Female","45-54","Denmark","facebook","2022-03-01","3"
"3157","initial","BASIC","33","Female","35-44","Sweden","TV","2020-10-01","1"
"3157","UPGRADE","MAX","119","Female","35-44","Sweden","TV","2022-03-01","2"
"3158","initial","PRO","65","Female","18-24","Sweden","facebook","2020-10-01","1"
"3158","REDUCTION","BASIC","43","Female","18-24","Sweden","facebook","2021-12-01","2"
"3159","initial","BASIC","33","Male","25-34","Finland","Google Ads","2020-04-01","1"
"3159","UPGRADE","MAX","119","Male","25-34","Finland","Google Ads","2022-02-01","2"
"3160","initial","PRO","75","Other","45-54","Sweden","facebook","2021-08-01","1"
"3160","UPGRADE","MAX","119","Other","45-54","Sweden","facebook","2022-05-01","2"
"3161","initial","PRO","85","Female","25-34","Denmark","Google Ads","2022-06-01","1"
"3162","initial","PRO","85","Male","25-34","Norway","Google Ads","2022-08-01","1"
"3163","initial","PRO","75","Male","25-34","Finland","Organic Search","2021-08-01","1"
"3163","UPGRADE","MAX","119","Male","25-34","Finland","Organic Search","2022-03-01","2"
"3164","initial","BASIC","33","Male","18-24","Sweden","facebook","2020-06-01","1"
"3164","UPGRADE","PRO","85","Male","18-24","Sweden","facebook","2022-04-01","2"
"3165","initial","BASIC","43","Male","18-24","Norway","facebook","2021-06-01","1"
"3165","UPGRADE","PRO","85","Male","18-24","Norway","facebook","2022-05-01","2"
"3166","initial","BASIC","43","Female","35-44","Sweden","Unknown","2021-06-01","1"
"3167","initial","PRO","65","Female","55-65","Finland","Display","2020-06-01","1"
"3167","CHURN","PRO","75","Female","55-65","Finland","Display","2021-03-01","2"
"3168","initial","BASIC","53","Male","55-65","Finland","Unknown","2022-04-01","1"
"3168","CHURN","BASIC","53","Male","55-65","Finland","Unknown","2022-10-01","2"
"3169","initial","BASIC","33","Female","25-34","Sweden","facebook","2020-06-01","1"
"3169","UPGRADE","PRO","85","Female","25-34","Sweden","facebook","2022-05-01","2"
"3170","initial","BASIC","33","Female","35-44","Norway","Google Ads","2020-12-01","1"
"3170","UPGRADE","MAX","109","Female","35-44","Norway","Google Ads","2021-12-01","2"
"3170","CHURN","MAX","119","Female","35-44","Norway","Google Ads","2022-03-01","3"
"3171","initial","MAX","109","Other","45-54","Sweden","facebook","2021-06-01","1"
"3171","REDUCTION","PRO","75","Other","45-54","Sweden","facebook","2021-08-01","2"
"3172","initial","BASIC","33","Other","45-54","Sweden","Google Ads","2020-05-01","1"
"3173","initial","PRO","65","Male","25-34","Finland","Unknown","2020-09-01","1"
"3173","CHURN","PRO","65","Male","25-34","Finland","Unknown","2020-12-01","2"
"3173","UPGRADE","MAX","109","Male","25-34","Finland","Unknown","2021-04-01","3"
"3173","CHURN","MAX","119","Male","25-34","Finland","Unknown","2022-02-01","4"
"3174","initial","BASIC","33","Female","35-44","Finland","Google Ads","2020-01-01","1"
"3175","initial","PRO","65","Male","35-44","Sweden","Google Ads","2020-07-01","1"
"3175","UPGRADE","MAX","109","Male","35-44","Sweden","Google Ads","2021-06-01","2"
"3175","CHURN","MAX","119","Male","35-44","Sweden","Google Ads","2022-01-01","3"
"3176","initial","BASIC","53","Male","25-34","Sweden","Google Ads","2022-09-01","1"
"3177","initial","BASIC","43","Male","35-44","Sweden","facebook","2021-05-01","1"
"3178","initial","PRO","65","Female","55-65","Denmark","Google Ads","2020-03-01","1"
"3178","CHURN","PRO","65","Female","55-65","Denmark","Google Ads","2020-07-01","2"
"3179","initial","PRO","65","Female","55-65","Sweden","Unknown","2020-04-01","1"
"3179","UPGRADE","MAX","119","Female","55-65","Sweden","Unknown","2022-05-01","2"
"3180","initial","PRO","65","Male","55-65","Sweden","Paid Search","2020-04-01","1"
"3180","CHURN","PRO","65","Male","55-65","Sweden","Paid Search","2020-07-01","2"
"3181","initial","BASIC","53","Male","45-54","Sweden","Paid Search","2022-10-01","1"
"3182","initial","BASIC","33","Male","55-65","Sweden","Google Ads","2020-10-01","1"
"3182","CHURN","BASIC","43","Male","55-65","Sweden","Google Ads","2021-02-01","2"
"3183","initial","BASIC","43","Female","18-24","Norway","Paid Search","2021-11-01","1"
"3183","UPGRADE","PRO","85","Female","18-24","Norway","Paid Search","2022-06-01","2"
"3184","initial","BASIC","43","Male","18-24","Sweden","Bing","2021-01-01","1"
"3184","UPGRADE","MAX","119","Male","18-24","Sweden","Bing","2022-11-01","2"
"3185","initial","BASIC","53","Male","18-24","Sweden","facebook","2022-01-01","1"
"3186","initial","PRO","65","Female","35-44","Sweden","facebook","2020-09-01","1"
"3186","UPGRADE","MAX","109","Female","35-44","Sweden","facebook","2021-08-01","2"
"3187","initial","PRO","85","Female","45-54","Sweden","Bing","2022-08-01","1"
"3187","REDUCTION","BASIC","53","Female","45-54","Sweden","Bing","2022-09-01","2"
"3188","initial","PRO","75","Female","35-44","Finland","Google Ads","2021-02-01","1"
"3188","UPGRADE","MAX","109","Female","35-44","Finland","Google Ads","2021-06-01","2"
"3188","CHURN","MAX","119","Female","35-44","Finland","Google Ads","2022-01-01","3"
"3189","initial","MAX","119","Female","25-34","Denmark","facebook","2022-03-01","1"
"3190","initial","PRO","85","Male","25-34","Sweden","Google Ads","2022-04-01","1"
"3190","REDUCTION","BASIC","53","Male","25-34","Sweden","Google Ads","2022-05-01","2"
"3191","initial","MAX","119","Male","35-44","Denmark","facebook","2022-10-01","1"
"3192","initial","PRO","85","Female","45-54","Finland","facebook","2022-05-01","1"
"3193","initial","PRO","65","Male","45-54","Denmark","Organic Search","2020-05-01","1"
"3193","CHURN","PRO","65","Male","45-54","Denmark","Organic Search","2020-09-01","2"
"3194","initial","PRO","75","Female","55-65","Sweden","Paid Search","2021-10-01","1"
"3195","initial","MAX","109","Male","55-65","Sweden","facebook","2021-11-01","1"
"3195","REDUCTION","BASIC","53","Male","55-65","Sweden","facebook","2022-03-01","2"
"3196","initial","PRO","75","Female","25-34","Sweden","Google Ads","2021-10-01","1"
"3197","initial","BASIC","53","Male","45-54","Sweden","Google Ads","2022-08-01","1"
"3198","initial","MAX","109","Female","35-44","Sweden","Display","2021-10-01","1"
"3198","REDUCTION","PRO","85","Female","35-44","Sweden","Display","2022-09-01","2"
"3199","initial","PRO","65","Female","35-44","Denmark","Google Ads","2020-09-01","1"
"3199","UPGRADE","MAX","109","Female","35-44","Denmark","Google Ads","2021-07-01","2"
"3199","CHURN","MAX","109","Female","35-44","Denmark","Google Ads","2021-12-01","3"
"3200","initial","BASIC","33","Male","18-24","Sweden","Organic Search","2020-10-01","1"
"3200","UPGRADE","MAX","119","Male","18-24","Sweden","Organic Search","2022-10-01","2"
"3201","initial","BASIC","43","Female","18-24","Denmark","facebook","2021-04-01","1"
"3201","UPGRADE","PRO","85","Female","18-24","Denmark","facebook","2022-03-01","2"
"3202","initial","PRO","75","Female","18-24","Denmark","facebook","2021-03-01","1"
"3202","UPGRADE","MAX","109","Female","18-24","Denmark","facebook","2021-07-01","2"
"3202","CHURN","PRO","75","Female","18-24","Denmark","facebook","2021-07-01","3"
"3203","initial","PRO","75","Female","18-24","Sweden","Organic Search","2021-05-01","1"
"3203","UPGRADE","MAX","119","Female","18-24","Sweden","Organic Search","2022-08-01","2"
"3204","initial","MAX","99","Male","25-34","Finland","facebook","2020-09-01","1"
"3204","REDUCTION","PRO","75","Male","25-34","Finland","facebook","2021-04-01","2"
"3204","CHURN","PRO","85","Male","25-34","Finland","facebook","2022-04-01","3"
"3205","initial","BASIC","43","Female","35-44","Denmark","Google Ads","2021-04-01","1"
"3206","initial","MAX","99","Male","35-44","Sweden","Google Ads","2020-01-01","1"
"3206","REDUCTION","PRO","65","Male","35-44","Sweden","Google Ads","2020-02-01","2"
"3207","initial","PRO","75","Female","25-34","Sweden","Paid Search","2021-07-01","1"
"3207","UPGRADE","MAX","109","Female","25-34","Sweden","Paid Search","2021-12-01","2"
"3207","CHURN","PRO","85","Female","25-34","Sweden","Paid Search","2022-05-01","3"
"3208","initial","MAX","109","Female","18-24","Sweden","facebook","2021-11-01","1"
"3209","initial","BASIC","33","Female","25-34","Sweden","TV","2020-12-01","1"
"3210","initial","BASIC","33","Other","35-44","Sweden","facebook","2020-08-01","1"
"3210","CHURN","BASIC","43","Other","35-44","Sweden","facebook","2021-08-01","2"
"3211","initial","BASIC","53","Female","18-24","Norway","Google Ads","2022-05-01","1"
"3212","initial","PRO","65","Female","25-34","Denmark","facebook","2020-04-01","1"
"3212","CHURN","PRO","65","Female","25-34","Denmark","facebook","2020-07-01","2"
"3213","initial","BASIC","43","Female","18-24","Sweden","Google Ads","2021-10-01","1"
"3214","initial","BASIC","33","Male","35-44","Sweden","Google Ads","2020-07-01","1"
"3214","CHURN","BASIC","43","Male","35-44","Sweden","Google Ads","2021-02-01","2"
"3215","initial","PRO","65","Female","35-44","Sweden","facebook","2020-01-01","1"
"3215","UPGRADE","MAX","119","Female","35-44","Sweden","facebook","2022-07-01","2"
"3216","initial","PRO","75","Male","25-34","Denmark","Google Ads","2021-02-01","1"
"3216","REDUCTION","BASIC","43","Male","25-34","Denmark","Google Ads","2021-03-01","2"
"3216","CHURN","BASIC","43","Male","25-34","Denmark","Google Ads","2021-06-01","3"
"3217","initial","BASIC","53","Female","25-34","Sweden","Google Ads","2022-08-01","1"
"3218","initial","PRO","65","Male","55-65","Norway","Unknown","2020-04-01","1"
"3218","UPGRADE","MAX","119","Male","55-65","Norway","Unknown","2022-06-01","2"
"3219","initial","PRO","75","Female","18-24","Sweden","Unknown","2021-03-01","1"
"3219","UPGRADE","MAX","119","Female","18-24","Sweden","Unknown","2022-06-01","2"
"3220","initial","BASIC","53","Male","35-44","Finland","Google Ads","2022-12-01","1"
"3221","initial","BASIC","53","Male","18-24","Sweden","Bing","2022-09-01","1"
"3222","initial","BASIC","53","Female","35-44","Denmark","Google Ads","2022-02-01","1"
"3222","CHURN","BASIC","53","Female","35-44","Denmark","Google Ads","2022-07-01","2"
"3223","initial","BASIC","53","Female","25-34","Sweden","facebook","2022-09-01","1"
"3224","initial","MAX","109","Female","35-44","Finland","Unknown","2021-01-01","1"
"3224","REDUCTION","BASIC","53","Female","35-44","Finland","Unknown","2022-05-01","2"
"3225","initial","MAX","99","Female","25-34","Norway","Google Ads","2020-12-01","1"
"3225","REDUCTION","BASIC","43","Female","25-34","Norway","Google Ads","2021-09-01","2"
"3226","initial","BASIC","53","Female","45-54","Sweden","facebook","2022-12-01","1"
"3227","initial","BASIC","53","Female","25-34","Sweden","facebook","2022-07-01","1"
"3228","initial","MAX","109","Female","35-44","Denmark","facebook","2021-05-01","1"
"3228","CHURN","MAX","109","Female","35-44","Denmark","facebook","2021-08-01","2"
"3229","initial","BASIC","33","Male","45-54","Sweden","Google Ads","2020-09-01","1"
"3230","initial","PRO","65","Female","45-54","Finland","Organic Search","2020-10-01","1"
"3230","REDUCTION","BASIC","43","Female","45-54","Finland","Organic Search","2021-11-01","2"
"3231","initial","PRO","65","Male","25-34","Sweden","Google Ads","2020-02-01","1"
"3231","UPGRADE","MAX","99","Male","25-34","Sweden","Google Ads","2020-09-01","2"
"3232","initial","MAX","109","Male","25-34","Sweden","Google Ads","2021-07-01","1"
"3232","REDUCTION","BASIC","53","Male","25-34","Sweden","Google Ads","2022-07-01","2"
"3233","initial","BASIC","33","Female","18-24","Finland","facebook","2020-03-01","1"
"3233","UPGRADE","PRO","75","Female","18-24","Finland","facebook","2021-03-01","2"
"3234","initial","PRO","85","Male","45-54","Sweden","Google Ads","2022-07-01","1"
"3235","initial","PRO","75","Female","55-65","Norway","facebook","2021-08-01","1"
"3235","UPGRADE","MAX","119","Female","55-65","Norway","facebook","2022-03-01","2"
"3236","initial","PRO","65","Male","55-65","Finland","Google Ads","2020-03-01","1"
"3236","CHURN","PRO","65","Male","55-65","Finland","Google Ads","2020-11-01","2"
"3237","initial","BASIC","43","Male","55-65","Denmark","facebook","2021-12-01","1"
"3237","UPGRADE","MAX","119","Male","55-65","Denmark","facebook","2022-07-01","2"
"3238","initial","PRO","75","Male","18-24","Sweden","Google Ads","2021-11-01","1"
"3239","initial","PRO","75","Male","45-54","Sweden","facebook","2021-11-01","1"
"3239","REDUCTION","BASIC","53","Male","45-54","Sweden","facebook","2022-08-01","2"
"3240","initial","BASIC","53","Female","45-54","Norway","facebook","2022-01-01","1"
